"sku","_store","_attribute_set","_type","_category","_root_category","_product_websites","author","book_year","color","condition","cost","country_of_manufacture","created_at","custom_design","custom_design_from","custom_design_to","custom_layout_update","description","edition","format","gallery","gift_message_available","has_options","image","image_label","isbn_number","is_used","manufacturer","media_gallery","meta_description","meta_keyword","meta_title","minimal_price","msrp","msrp_display_actual_price_type","msrp_enabled","name","news_from_date","news_to_date","options_container","page_layout","price","publisher","rental_return_date","rent_price","required_options","searchindex_weight","short_description","small_image","small_image_label","special_from_date","special_price","special_to_date","status","tax_class_id","thumbnail","thumbnail_label","updated_at","url_key","url_path","visibility","weight","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_group_price_website","_group_price_customer_group","_group_price_price","_media_attribute_id","_media_image","_media_lable","_media_position","_media_is_disabled"
"TB-9781111828806","","Default","simple","Australian Catholic University","Default Category","base","Herbert Goldenberg","2011","","","","Australia","2015-08-16 7:29","","","","","","8","Hardback","","","0","/9/7/9781111828806.jpg","","9781111828806","","","","","","","","139.95","Use config","Use config","Family Therapy: An Overview","","","Block after Info Column","","117.56","Cengage Learning Custom Publishing","2016-7-10 0:00","","0","","","/9/7/9781111828806.jpg","","","","","1","2","/9/7/9781111828806.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/COUN219 - Family & Relationship Counselling","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781849208031","","Default","simple","Australian Catholic University","Default Category","base","Michael Jacobs","2010","","","","Australia","2015-08-16 7:29","","","","","","4 Rev ed","Paperback","","","0","/9/7/9781849208031.jpg","","9781849208031","","","","","","","","79.00","Use config","Use config","Psychodynamic Counselling in Action","","","Block after Info Column","","66.36","SAGE Publications Ltd","2016-7-10 0:00","","0","","","/9/7/9781849208031.jpg","","","","","1","2","/9/7/9781849208031.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/COUN223 - Psychodynamic Counselling","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780534628451","","Default","simple","Australian Catholic University","Default Category","base","Judith A Lewis","2009","","","","Australia","2015-08-16 7:29","","","","","","4th edition","Hardback","","","0","/9/7/9780534628451.jpg","","9780534628451","","","","","","","","124.95","Use config","Use config","Substance Abuse Counseling","","","Block after Info Column","","104.96","Cengage Learning, Inc","2016-7-10 0:00","","0","","","/9/7/9780534628451.jpg","","","","","1","2","/9/7/9780534628451.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/COUN224 - Addiction Counselling","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781285083711","","Default","simple","Australian Catholic University","Default Category","base","Danny Wedding","2013","","","","Australia","2015-08-16 7:29","","","","","","10","Paperback / softback","","","0","/9/7/9781285083711.jpg","","9781285083711","","","","","","","","139.95","Use config","Use config","Current Psychotherapies","","","Block after Info Column","","139.95","Brooks/Cole","2016-7-10 0:00","","0","","","/9/7/9781285083711.jpg","","","","","1","2","/9/7/9781285083711.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/COUN601 - Theories And Techniques Ii","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781920902049","","Default","simple","Australian Catholic University","Default Category","base","Leah Giarratano","2004","","","","Australia","2015-08-16 7:29","","","","","","1st","Hardback","","","0","/9/7/9781920902049.jpg","","9781920902049","","","","","","","","","Use config","Use config","Managing Psychological Trauma: Clinician and Client Resources for the Clinical Skills Series","","","Block after Info Column","","77.00","Talomin Books Pty Ltd","2016-7-10 0:00","","0","","","/9/7/9781920902049.jpg","","","","","1","2","/9/7/9781920902049.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/COUN617 - Trauma Counselling & Therapy","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781483351247","","Default","simple","Australian Catholic University","Default Category","base","John N. Briere","2014","","","","Australia","2015-08-16 7:29","","","","","","2 Rev ed","Paperback","","","0","/9/7/9781483351247.jpg","","9781483351247","","","","","","","","119.00","Use config","Use config","""""""Principles of Trauma Therapy: A Guide to Symptoms, Evaluation, and Treatment""""""","","","Block after Info Column","","99.96","SAGE Publications Inc","2016-7-10 0:00","65.45","0","","","/9/7/9781483351247.jpg","","","","","1","2","/9/7/9781483351247.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/COUN617 - Trauma Counselling & Therapy","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780495604204","","Default","simple","Australian Catholic University","Default Category","base","""Edward Teyber, PH.D. ""","2010","","","","Australia","2015-08-16 7:29","","","","","","6th edition","Hardback","","","0","/9/7/9780495604204.jpg","","9780495604204","","","","","","","","134.95","Use config","Use config","Interpersonal Process in Therapy : An Integrative Model 6th Edition","","","Block after Info Column","","113.36","Brooks/Cole","2016-7-10 0:00","","0","","","/9/7/9780495604204.jpg","","","","","1","2","/9/7/9780495604204.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/COUN626 - Counselling Practice Skills","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780618439881","","Default","simple","Australian Catholic University","Default Category","base","Jane E. Myers","2005","","","","Australia","2015-08-16 7:29","","","","","","1st","Paperback","","","0","/9/7/9780618439881.jpg","","9780618439881","","","","","","","","97.95","Use config","Use config","Developmental Counseling and Therapy: Promoting Wellness Over the Lifespan","","","Block after Info Column","","82.28","Houghton Mifflin","2016-7-10 0:00","","0","","","/9/7/9780618439881.jpg","","","","","1","2","/9/7/9780618439881.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/COUN627 - Lifespan Development Issues For Psychologists","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9780840028587","","Default","simple","Australian Catholic University","Default Category","base","Elizabeth Reynolds Welfel","2012","","","","Australia","2015-08-16 7:29","","","","","","5th","Paperback","","","0","/9/7/9780840028587.jpg","","9780840028587","","","","","","","","129.95","Use config","Use config","Ethics In Counseling & Psychotherapy","","","Block after Info Column","","109.16","Broadman & Holman Publishers","2016-7-10 0:00","64.98","0","","","/9/7/9780840028587.jpg","","","","","1","2","/9/7/9780840028587.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
"","","","","Australian Catholic University/COUN631 - Ethics and Professional Practice","Default Category","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB-9781446201411","","Default","simple","Australian Catholic University","Default Category","base","John McLeod","2013","","","","Australia","2015-08-16 7:29","","","","","","","Paperback","","","0","/9/7/9781446201411.jpg","","9781446201411","","","","","","","","72.00","Use config","Use config","An Introduction to Research in Counselling and Psychotherapy","","","Block after Info Column","","60.48","SAGE Publications Ltd","2016-7-10 0:00","39.60","0","","","/9/7/9781446201411.jpg","","","","","1","2","/9/7/9781446201411.jpg","","","","","4","1.0","0","0","1","0","0","1","1","1","0","1","1","","1","0","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
